branch_name,head_sha,last_commit_date,ahead_vs_main,behind_vs_main,head_reachable_from_main,reachable_from_retained_successor,retained_successor_branch,successor_or_acceptance_sha,related_pr,related_pr_status,team_status_references,repository_document_references,classification,reason
research/idx-ranking-ohlcv-o2-final-refit-v1,1075419ef1c438724ca3ad46a9ed15bea18c2a9b,2026-08-12T19:47:08+07:00,320,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-ranking-ohlcv-o2-forward-v1,84fd87059a0d8730335d89c33735cb1bc077a16b,2026-08-12T19:41:01+07:00,328,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-ranking-ohlcv-o2-geometry-v1,982c92093d3125fbebd3f928570c27f25de35e66,2026-08-12T01:25:24+07:00,305,283,false,true,data/idx-forward-calendar-extension-v1,398f1d0eec10abc6386e9bd21b309c3943fd21aa,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-ranking-ohlcv-o2-minimality-v1,802ed22ba71b2345c643c56edd319ce62b0f6928,2026-08-12T02:20:42+07:00,315,283,false,true,data/idx-forward-calendar-extension-v1,398f1d0eec10abc6386e9bd21b309c3943fd21aa,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-ranking-ohlcv-o2-robustness-v1,0e45168a2f51deed5ec70503919d5832d328cf54,2026-08-12T01:52:57+07:00,308,283,false,true,data/idx-forward-calendar-extension-v1,398f1d0eec10abc6386e9bd21b309c3943fd21aa,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-ranking-v2-spec-v1,a0e6220b14fadc6e918e39b6cca9201f74413cb0,2026-08-11T14:29:44+07:00,499,283,false,true,data/foreign-flow-v1,193ccf85eb0f0115e9e1aa42c0e1aafe506a8461,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
research/idx-ranking-v3-lessons-v1,12f76d789c94c78dc1f634043959dfc8dc6448a3,2026-08-11T12:21:24+07:00,257,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
research/idx-reliability-uncertainty-v0,a99d53de91dfc44f9688ba7adead5206d7c7929d,2026-08-13T01:33:35+07:00,8,219,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:62;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
research/idx-reliability-uncertainty-v1-forward-shadow,a21c2665f1afa73f4e377286b6ca9096bae48ab1,2026-08-13T02:18:57+07:00,362,214,false,true,codex/idx-forward-100-evaluator-v1,fe323e2977ef447aaa7fbd93b38ef3021563d072,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:63;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-stage3-v1,8afce50797e1855eab9431a51a163cf92fca2b94,2026-08-11T12:21:49+07:00,169,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
research/idx-stage4-v1,899bbf3bb5987e9d345f4c8692a7656fe03a3b0e,2026-08-11T12:22:15+07:00,180,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:59;origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Lineage or retention decision remains ambiguous.
research/idx-stage4b-calibration-v1,f3209705ec4e5fe85e5e5b38035f6d2adf6d31c9,2026-08-11T12:22:38+07:00,190,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:59;origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Lineage or retention decision remains ambiguous.
research/idx-stage5-postmortem-v1,3e2610e80262c624003cc6ba50d8e41d2fe42091,2026-08-11T12:22:52+07:00,224,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
research/idx-stage5-ranking-holdout-v1,8223899b4bae9b1225334b92908e85689ab8232f,2026-08-11T12:23:09+07:00,211,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:59;origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Lineage or retention decision remains ambiguous.
research/idx-v2-open-alpha-prereg-v1,d9e0cd8a75026a56f341e3aa51015c70ac5fdfad,2026-08-13T16:42:10+07:00,8,171,false,true,research/idx-financial-pit-alpha-v1,a677cda58c2e963015aecf9bc9b4bb7809bede51,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE;REVIEW,coordination/TEAM_STATUS.md:102;coordination/TEAM_STATUS.md:83;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status REVIEW; do not retire active or parked work.
research/idx-v2-open-alpha-research-pass-v1,504c51bad25517bf496ee14856be704935d0f5d4,2026-08-13T14:59:42+07:00,1,171,false,true,research/idx-financial-pit-alpha-v1,a677cda58c2e963015aecf9bc9b4bb7809bede51,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
review/idx-corporate-action-idx-publication-linkage-r2-acceptance-v1,43a21e1a8fbec8602f07d4d9aeaecd9118ae6949,2026-08-15T01:20:13+07:00,30,115,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
review/idx-corporate-action-idx-publication-linkage-v1,981e1586038d91392ac0397b12391a1cd37f010f,2026-08-15T00:34:59+07:00,26,115,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Scientific/documented branch is not reachable from main; deletion would risk losing a provenance anchor.
review/idx-corporate-action-pit-availability-acceptance-v1,c556b0cb607f579cfb1071417f3455b3f06db3d7,2026-08-14T22:51:44+07:00,21,115,false,false,,4f776a8f34eda012d4368287fe37699d4c8dc0dc;50718c3f23352444630160dc54934eaa2201289d,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:112;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
review/idx-corporate-action-pit-availability-provenance-acceptance-v1,4f776a8f34eda012d4368287fe37699d4c8dc0dc,2026-08-14T23:10:33+07:00,21,115,false,false,,50718c3f23352444630160dc54934eaa2201289d,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Scientific/documented branch is not reachable from main; deletion would risk losing a provenance anchor.
review/idx-corporate-action-pit-deterministic-linkage-v1,8764ddc01211f7b93174ec18fdb9a33f24a5a0c4,2026-08-14T01:33:02+07:00,19,115,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
review/idx-corporate-action-pit-source-audit-acceptance-v1,32e4ef8f33f8e58892ae7c395daf388d4ff47619,2026-08-14T00:36:38+07:00,9,115,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
review/idx-financial-pit-adapter-census-acceptance-v1,8675b0bc05327779a3f39d4b1a3f90b2bfcda551,2026-08-13T18:31:14+07:00,510,283,false,false,,723200c32e06d99831b8ea43700fe695c397e4a0,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:88;coordination/TEAM_STATUS.md:90;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
review/idx-financial-pit-feature-contract-acceptance-v1,6b510d8d254dd47973e749ffeae7cf1569069395,2026-08-14T00:17:11+07:00,539,118,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Scientific/documented branch is not reachable from main; deletion would risk losing a provenance anchor.
review/idx-financial-pit-marketwide-census-acceptance-v1,4c68b5a3259e89782f6263857630089b93ed04e8,2026-08-13T22:05:51+07:00,525,283,false,false,,419f0be54a7b08ee958c52b8a727be9423286d96,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:96;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
review/idx-financial-pit-offline-reclassification-acceptance-v1,7c94bc8a87374a75fc73687c04c4f8b5b7146595,2026-08-13T19:07:15+07:00,516,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:91;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
review/idx-financial-pit-revision-lineage-acceptance-v1,903e843f3f53c14e7bdc7fb1e3d959f2cfe62a66,2026-08-13T20:32:20+07:00,523,283,false,false,,58e5e26de4646794a38e844decf54890696375c5,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:94;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
review/idx-financial-pit-template-drift-acceptance-v1,22774855350d5a75b1b568d59b38f0d7205908aa,2026-08-13T23:04:34+07:00,527,127,false,false,,f2238f35546db0934e7ce1203cefc57fa05eec86;98f409cda9943cc06747e875153c231d950a3221,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:97;coordination/TEAM_STATUS.md:98;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
review/idx-foreign-flow-forward-context-bridge-v1-final-acceptance,d47f0785102137e45cda6c9772a3699809d02615,2026-08-15T20:14:37+07:00,71,105,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
review/idx-foreign-flow-forward-state-pipeline-acceptance,b739f1875a5d9ac6e198406a220e2277133df245,2026-08-15T13:40:11+07:00,55,105,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
review/idx-foreign-flow-representation-v2-forward-v1,9d57bd5f7d4ac6db600d36e7aed7f8ccb84ee253,2026-08-15T13:00:28+07:00,48,105,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
review/idx-foreign-flow-representation-v2-forward-v1-r2,1ff97280067a65cc61f15c5f4adc5fa33ccb4c9e,2026-08-15T13:19:43+07:00,51,105,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
review/idx-foreign-flow-setup-state-v1-runtime-acceptance,d21e1171ee1bae3b3433618e1ee99f75ce85b83b,2026-08-15T12:37:16+07:00,45,105,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
review/idx-pit-safe-replay-acceptance-v1,2a70031a73b59d60d894d9c9644d143230d52b2d,2026-08-13T15:06:55+07:00,1,170,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:82;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
review/idx-price-trend-confirmation-state-v1-acceptance,0c3b221fcecf035add4d0c7ce388ff4b9d6d27da,2026-08-15T21:23:24+07:00,28,25,false,true,integration/price-trend-runtime-context-pin-v1,417e306cf9e30dbb4a9a1ab1ea8855b7dbd7bd51,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
review/idx-price-trend-forward-sidecar-v1-acceptance,ae3eea14e526c27e18c035e047db524a4b566be6,2026-08-15T21:35:19+07:00,39,25,false,true,integration/price-trend-runtime-context-pin-v1,417e306cf9e30dbb4a9a1ab1ea8855b7dbd7bd51,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
review/idx-price-trend-runtime-smoke-blocker-v1,5aa81aaf00533f3930cecdf302c0bf7de52acb4c,2026-08-15T23:21:22+07:00,60,25,false,false,,fa280cf9d9d618973b0b5292daf5cf64874b60a7,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:579;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
review/idx-v2-open-alpha-historical-acceptance-v1,4802185999409fc3f5db7ae4d6474eef1a6de92d,2026-08-13T16:48:22+07:00,9,171,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:83;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
review/idx-v2-open-alpha-prereg-remediation-acceptance-v1,cede8298728610442a47d4b2192550cbd9d4f82f,2026-08-13T16:16:30+07:00,6,171,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
review/idx-v2-open-alpha-prereg-v1,1352833b22c6ac5712da686cac0ac01286dcc2a7,2026-08-13T15:46:26+07:00,4,171,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
tmp-ignore,21caec5f0eb49b1ad44ac39206f3c8c28a0cea93,2026-08-11T12:14:54+07:00,0,274,true,true,main,ddd4ff1a8e09be3517d41b225bf14e191b7cd01b,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,DELETE_SAFE,HEAD is fully reachable from main and no tracked scientific decision reference was found.
